City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Cabra,37.4725,-4.4421,53.69,69,37,1.25,ES,2022-11-08 02:44:35
294,Raudeberg,61.9875,5.1352,45.27,70,20,11.9,NO,2022-11-08 02:45:52
295,Naze,28.3667,129.4833,72.52,58,6,8.79,JP,2022-11-08 02:41:40
296,Korla,41.7597,86.1469,50.23,34,9,3.87,CN,2022-11-08 02:45:53
297,Leningradskiy,69.3833,178.4167,17.22,89,100,8.81,RU,2022-11-08 02:45:53
298,Chokurdakh,70.6333,147.9167,-10.89,97,62,11.32,RU,2022-11-08 02:45:53
299,Port-Gentil,-0.7193,8.7815,78.51,85,100,9.19,GA,2022-11-08 02:45:54
300,Yar-Sale,66.8333,70.8333,22.03,97,100,3.85,RU,2022-11-08 02:45:54
301,Baglung,28.2719,83.5898,64.49,64,70,0.65,NP,2022-11-08 02:45:54
302,Sompeta,18.9333,84.6,77.49,71,57,4.88,IN,2022-11-08 02:45:55
303,Stepnogorsk,52.3544,71.8869,25.9,90,95,3.85,KZ,2022-11-08 02:41:15
304,Aksu,41.1231,80.2644,48.36,34,72,2.57,CN,2022-11-08 02:45:55
305,Nuzvid,16.7833,80.85,76.05,70,3,3.42,IN,2022-11-08 02:45:56
306,Sundumbili,-29.1337,31.3975,69.69,95,100,1.72,ZA,2022-11-08 02:45:56
307,Nador,35.174,-2.9287,64.65,77,0,4.61,MA,2022-11-08 02:45:56
308,Hualmay,-11.0964,-77.6139,64.38,83,12,7.47,PE,2022-11-08 02:44:32
309,Tahta,26.7693,31.5021,64.54,52,88,6.24,EG,2022-11-08 02:45:57
310,Pevek,69.7008,170.3133,0.36,97,15,1.9,RU,2022-11-08 02:45:57
311,College,64.8569,-147.8028,19.2,74,100,0.0,US,2022-11-08 02:45:58
312,Wote,-1.7808,37.6288,64.74,93,97,2.98,KE,2022-11-08 02:45:58
313,Broken Hill,-31.95,141.4333,79.23,30,100,6.69,AU,2022-11-08 02:45:58
314,Dobric,44.7019,19.5814,50.81,88,20,0.96,RS,2022-11-08 02:46:59
315,Thinadhoo,0.5333,72.9333,82.13,76,34,17.78,MV,2022-11-08 02:46:59
316,Trincomalee,8.5711,81.2335,80.11,76,100,8.63,LK,2022-11-08 02:47:00
317,Suleja,9.1758,7.1808,70.79,46,87,3.13,NG,2022-11-08 02:47:00
318,Katsuura,35.1333,140.3,65.68,61,0,9.82,JP,2022-11-08 02:47:00
319,Westport,41.1415,-73.3579,64.44,38,0,13.8,US,2022-11-08 02:47:01
320,Borskoye,53.0333,51.7167,24.94,95,95,5.73,RU,2022-11-08 02:47:01
321,Xapuri,-10.6517,-68.5044,77.11,44,2,2.42,BR,2022-11-08 02:47:01
322,Aljezur,37.3191,-8.8033,65.46,88,100,7.78,PT,2022-11-08 02:47:02
323,Dikson,73.5069,80.5464,6.22,95,98,7.52,RU,2022-11-08 02:46:35
324,Karmaskaly,54.3709,56.1837,30.11,92,100,8.21,RU,2022-11-08 02:47:02
325,Sotouboua,8.5667,0.9833,71.8,41,96,1.01,TG,2022-11-08 02:47:03
326,Phak Hai,14.4574,100.3699,82.02,60,50,11.74,TH,2022-11-08 02:47:03
327,Tonj,7.2737,28.6822,74.26,70,100,2.3,SS,2022-11-08 02:47:03
328,Aripuana,-9.1667,-60.6333,78.12,51,77,1.79,BR,2022-11-08 02:47:04
329,Semirom,31.4167,51.5667,37.38,87,94,2.75,IR,2022-11-08 02:47:04
330,Chegdomyn,51.1167,133.0167,27.72,67,38,3.53,RU,2022-11-08 02:47:05
331,Ibra,22.6906,58.5334,71.96,67,40,2.33,OM,2022-11-08 02:47:05
332,Filadelfia,39.9523,-75.1638,64.08,40,0,11.5,US,2022-11-08 02:45:16
333,Calca,-13.3333,-71.95,56.55,76,94,0.67,PE,2022-11-08 02:47:05
334,Kavaratti,10.5669,72.642,81.45,73,1,5.48,IN,2022-11-08 02:45:26
335,Mehran,33.1222,46.1646,62.65,21,0,5.88,IR,2022-11-08 02:47:06
336,Makakilo City,21.3469,-158.0858,82.72,60,20,19.57,US,2022-11-08 02:47:06
337,Mmabatho,-25.85,25.6333,61.41,90,100,8.97,ZA,2022-11-08 02:47:07
338,Aswan,24.0934,32.907,61.9,39,0,5.75,EG,2022-11-08 02:47:07
339,Tres Lagoas,-20.7511,-51.6783,66.43,44,15,7.34,BR,2022-11-08 02:47:08
340,Poum,-20.2333,164.0167,77.88,81,99,16.46,NC,2022-11-08 02:47:08
341,Uyuni,-20.4597,-66.825,43.32,68,3,11.12,BO,2022-11-08 02:47:08
342,Port Macquarie,-31.4333,152.9167,68.79,58,59,10.8,AU,2022-11-08 02:47:09
343,Klaksvik,62.2266,-6.589,49.12,92,100,37.6,FO,2022-11-08 02:47:09
344,Krasnyy Chikoy,50.3643,108.7512,33.87,54,99,2.95,RU,2022-11-08 02:47:09
345,Haines Junction,60.7522,-137.5108,-9.45,77,97,1.14,CA,2022-11-08 02:47:10
346,Mae Sai,20.4335,99.8762,78.21,54,0,1.5,TH,2022-11-08 02:47:10
347,Akureyri,65.6835,-18.0878,40.93,75,100,8.05,IS,2022-11-08 02:47:11
348,Gat,31.61,34.7642,65.79,100,14,10.67,IL,2022-11-08 02:47:11
349,Fomboni,-12.28,43.7425,78.37,81,15,12.68,KM,2022-11-08 02:47:11
350,Monforte De Lemos,42.5216,-7.5142,54.68,84,100,7.58,ES,2022-11-08 02:47:12
351,San Andres,12.5847,-81.7006,82.42,74,75,4.61,CO,2022-11-08 02:47:12
352,Port Augusta,-32.5,137.7667,88.21,24,97,19.22,AU,2022-11-08 02:47:13
353,Moron,-34.6534,-58.6198,71.35,59,0,9.78,AR,2022-11-08 02:47:13
354,Kabansk,52.0486,106.6528,31.96,88,100,6.06,RU,2022-11-08 02:47:14
355,Quanzhou,24.9139,118.5858,77.36,52,37,11.68,CN,2022-11-08 02:47:14
356,Nome,64.5011,-165.4064,33.87,100,100,31.07,US,2022-11-08 02:47:14
357,Faanui,-16.4833,-151.75,78.87,73,17,5.95,PF,2022-11-08 02:47:15
358,Rundu,-17.9333,19.7667,70.39,71,71,2.68,NA,2022-11-08 02:47:15
359,Morro Bay,35.3658,-120.8499,52.93,86,35,1.99,US,2022-11-08 02:47:15
360,Mount Gambier,-37.8333,140.7667,80.17,36,0,2.68,AU,2022-11-08 02:44:52
361,Anadyr,64.75,177.4833,27.1,92,75,17.9,RU,2022-11-08 02:48:06
362,Ramygala,55.5167,24.3,45.9,86,100,11.77,LT,2022-11-08 02:48:16
363,Belmonte,-15.8631,-38.8828,70.83,78,99,6.33,BR,2022-11-08 02:48:16
364,Natal,-5.795,-35.2094,77.22,78,20,6.91,BR,2022-11-08 02:48:16
365,Yumen,40.2833,97.2,45.46,26,79,9.28,CN,2022-11-08 02:48:17
366,Dodge City,37.7528,-100.0171,55.22,62,75,17.27,US,2022-11-08 02:48:17
367,Asfi,32.2994,-9.2372,64.89,78,95,4.88,MA,2022-11-08 02:48:17
368,East London,-33.0153,27.9116,67.46,85,100,13.15,ZA,2022-11-08 02:48:18
369,Vilhena,-12.7406,-60.1458,69.82,42,4,2.13,BR,2022-11-08 02:48:18
370,Mehamn,71.0357,27.8492,31.95,93,20,6.91,NO,2022-11-08 02:48:18
371,Chara,56.9064,118.2631,17.76,95,100,1.32,RU,2022-11-08 02:48:19
372,Jalu,29.0331,21.5482,61.48,83,0,8.84,LY,2022-11-08 02:48:19
373,Kailua,21.4022,-157.7394,84.18,76,73,5.99,US,2022-11-08 02:48:19
374,Ancud,-41.8697,-73.8203,53.67,94,99,3.04,CL,2022-11-08 02:46:10
375,Praia Da Vitoria,38.7333,-27.0667,61.05,82,40,13.58,PT,2022-11-08 02:48:20
376,Nantucket,41.2835,-70.0995,64.54,65,0,12.66,US,2022-11-08 02:47:27
377,Iquitos,-3.7481,-73.2472,77.04,83,0,2.3,PE,2022-11-08 02:48:20
378,Teya,60.3778,92.6267,17.19,94,95,4.07,RU,2022-11-08 02:48:21
379,Taldan,53.6667,124.8,24.98,70,45,2.13,RU,2022-11-08 02:48:21
380,Dunedin,-45.8742,170.5036,59.9,71,85,10.04,NZ,2022-11-08 02:46:32
381,Olafsvik,64.8945,-23.7142,42.73,74,100,18.72,IS,2022-11-08 02:48:22
382,Ust-Tsilma,65.441,52.1498,32.5,98,100,4.23,RU,2022-11-08 02:48:22
383,Mulege,26.8833,-111.9833,70.66,57,92,1.1,MX,2022-11-08 02:48:22
384,Hwange,-18.3693,26.5019,72.55,72,100,2.06,ZW,2022-11-08 02:48:23
385,Inongo,-1.95,18.2667,70.95,96,99,2.15,CD,2022-11-08 02:48:23
386,Victoria,22.2855,114.1577,75.25,85,94,8.99,HK,2022-11-08 02:48:23
387,Rampura,30.25,75.2333,70.05,52,0,3.83,IN,2022-11-08 02:45:55
388,Bozoum,6.3193,16.3799,68.97,66,100,2.37,CF,2022-11-08 02:48:24
389,Ardakan,32.31,54.0175,49.35,47,3,10.76,IR,2022-11-08 02:48:24
390,Sarahan,31.5167,77.8,51.13,27,0,2.26,IN,2022-11-08 02:48:24
391,Salinopolis,-0.6136,-47.3561,78.17,87,99,8.9,BR,2022-11-08 02:45:45
392,Port Blair,11.6667,92.75,80.64,83,100,4.61,IN,2022-11-08 02:46:51
393,Villaviciosa,43.4813,-5.4357,65.41,96,100,6.22,ES,2022-11-08 02:48:25
394,Tambun,-6.2641,107.0712,86.04,66,20,4.61,ID,2022-11-08 02:45:55
395,Namatanai,-3.6667,152.4333,83.75,73,99,7.18,PG,2022-11-08 02:48:25
396,Mae Hong Son,19.3003,97.9685,73.54,78,20,0.0,TH,2022-11-08 02:48:25
397,Hay River,60.8156,-115.7999,-0.42,78,40,6.91,CA,2022-11-08 02:48:26
398,Lhokseumawe,5.1801,97.1507,82.58,74,95,0.72,ID,2022-11-08 02:48:26
399,Bhatkal,13.9667,74.5667,79.34,58,39,5.17,IN,2022-11-08 02:48:26
400,Whitehorse,60.7161,-135.0538,2.17,77,20,18.41,CA,2022-11-08 02:48:27
401,Darque,41.6833,-8.7667,63.12,93,100,14.65,PT,2022-11-08 02:48:27
402,Hovd,48.0056,91.6419,40.75,36,100,8.43,MN,2022-11-08 02:48:27
403,Jian,27.1172,114.9793,75.25,54,12,3.47,CN,2022-11-08 02:48:28
404,Cedartown,34.0537,-85.255,70.9,94,0,3.27,US,2022-11-08 02:48:28
405,Inhambane,-23.865,35.3833,75.65,86,27,8.12,MZ,2022-11-08 02:48:28
406,Batagay,67.6333,134.6333,-2.47,94,100,3.2,RU,2022-11-08 02:43:57
407,Petersburg,37.2279,-77.4019,63.72,75,0,9.28,US,2022-11-08 02:43:52
408,Petropavlovsk-Kamchatskiy,53.0452,158.6483,34.39,64,75,4.47,RU,2022-11-08 02:49:29
409,Komsomolskiy,40.4272,71.7189,47.12,87,40,6.91,UZ,2022-11-08 02:47:31
410,Progreso,21.2833,-89.6667,77.38,85,0,12.01,MX,2022-11-08 02:45:17
411,Ipixuna,-1.7625,-48.8043,73.44,96,100,2.53,BR,2022-11-08 02:49:29
412,Tanete,-3.9443,119.7848,86.94,66,74,4.5,ID,2022-11-08 02:49:30
413,Basqal,40.7552,48.391,35.38,72,74,5.3,AZ,2022-11-08 02:49:30
414,Alta Floresta,-9.8756,-56.0861,75.15,54,8,1.52,BR,2022-11-08 02:49:30
415,Los Llanos De Aridane,28.6585,-17.9182,64.15,43,0,10.36,ES,2022-11-08 02:49:31
416,Mubende,0.5606,31.39,60.51,98,93,0.31,UG,2022-11-08 02:49:31
417,Lively,46.4334,-81.1498,38.32,71,23,8.59,CA,2022-11-08 02:49:32
418,Vao,-22.6667,167.4833,74.26,85,97,15.48,NC,2022-11-08 02:49:32
419,Blyth,55.1271,-1.5086,56.34,90,40,11.5,GB,2022-11-08 02:49:32
420,La Reforma,25.0833,-108.05,69.66,72,16,6.06,MX,2022-11-08 02:49:33
421,Tilichiki,60.4667,166.1,18.14,89,100,6.76,RU,2022-11-08 02:49:33
422,Labuhan,-6.8844,112.2051,85.87,64,86,1.79,ID,2022-11-08 02:44:51
423,Bilibino,68.0546,166.4372,-3.73,95,44,4.36,RU,2022-11-08 02:48:09
424,Kiama,-34.6833,150.8667,74.25,60,47,7.0,AU,2022-11-08 02:49:33
425,Gazanjyk,39.2446,55.5154,38.7,59,0,8.46,TM,2022-11-08 02:49:34
426,Quito,-0.2299,-78.5249,50.95,92,100,1.21,EC,2022-11-08 02:49:34
427,Jonesboro,35.8423,-90.7043,60.62,59,100,10.36,US,2022-11-08 02:49:34
428,San Jeronimo,-11.9472,-75.2829,48.2,89,100,1.79,PE,2022-11-08 02:49:35
429,Ergani,38.2653,39.7621,50.92,76,100,5.73,TR,2022-11-08 02:49:35
430,Geraldton,-28.7667,114.6,72.01,53,75,14.97,AU,2022-11-08 02:47:35
431,Urumqi,43.801,87.6005,36.55,81,3,4.47,CN,2022-11-08 02:49:36
432,Bonfim,3.0833,-59.95,76.35,88,99,2.93,BR,2022-11-08 02:49:36
433,Fredericton,45.9454,-66.6656,50.85,52,40,12.66,CA,2022-11-08 02:46:04
434,Zaysan,47.4667,84.8667,46.85,47,98,4.94,KZ,2022-11-08 02:49:36
435,Amapa,1.0,-52.0,70.25,100,100,1.86,BR,2022-11-08 02:49:37
436,Narsaq,60.9167,-46.05,30.42,74,100,7.31,GL,2022-11-08 02:49:37
437,Kautokeino,69.0125,23.0412,28.9,93,96,10.89,NO,2022-11-08 02:49:37
438,Terrak,65.087,12.3715,37.27,84,4,4.97,NO,2022-11-08 02:49:37
439,Murdochville,48.9583,-65.5006,40.08,73,28,19.24,CA,2022-11-08 02:49:38
440,Bathsheba,13.2167,-59.5167,83.01,78,75,19.57,BB,2022-11-08 02:49:38
441,Pangkalanbuun,-2.6833,111.6167,77.95,84,100,3.58,ID,2022-11-08 02:49:37
442,Clyde River,70.4692,-68.5914,8.83,66,75,4.61,CA,2022-11-08 02:49:38
443,Cap Malheureux,-19.9842,57.6142,72.46,77,58,3.0,MU,2022-11-08 02:49:39
444,Tiznit,29.5833,-9.5,68.74,22,97,5.64,MA,2022-11-08 02:49:39
445,Merauke,-8.4667,140.3333,84.7,70,82,6.02,ID,2022-11-08 02:49:39
446,Dakar,14.6937,-17.4441,76.08,68,54,16.46,SN,2022-11-08 02:49:39
447,Sitka,57.0531,-135.33,33.69,32,0,0.0,US,2022-11-08 02:49:40
448,Puerto Escondido,15.85,-97.0667,80.24,83,34,4.03,MX,2022-11-08 02:46:18
449,Nelson Bay,-32.7167,152.15,72.1,59,47,3.0,AU,2022-11-08 02:46:28
450,Neftcala,39.3742,49.2472,55.81,79,100,12.88,AZ,2022-11-08 02:49:41
451,Aksha,50.2814,113.2867,34.68,48,100,3.49,RU,2022-11-08 02:49:41
452,Hinton,53.4001,-117.5857,0.99,99,100,3.69,CA,2022-11-08 02:45:29
453,Marienburg,54.0359,19.0266,47.57,93,85,10.11,PL,2022-11-08 02:49:41
454,Bilma,18.6853,12.9164,68.14,25,0,9.8,NE,2022-11-08 02:50:42
455,Oranjemund,-28.55,16.4333,58.75,94,38,6.06,NA,2022-11-08 02:50:42
456,Eslov,55.8393,13.3039,53.62,95,100,10.33,SE,2022-11-08 02:50:42
457,Gogrial,8.5332,28.1004,75.87,60,80,2.71,SS,2022-11-08 02:50:43
458,Dalbandin,28.8947,64.4101,66.4,39,30,3.11,PK,2022-11-08 02:50:43
459,Hamilton,39.1834,-84.5333,56.25,37,100,11.5,US,2022-11-08 02:50:43
460,Deputatskiy,69.3,139.9,-6.27,93,100,5.7,RU,2022-11-08 02:48:24
461,Chapayevka,47.4711,36.3451,33.06,86,59,7.74,UA,2022-11-08 02:50:44
462,Sorong,-0.8833,131.25,82.74,76,100,6.82,ID,2022-11-08 02:50:44
463,Nhulunbuy,-12.2333,136.7667,92.01,49,40,12.66,AU,2022-11-08 02:50:45
464,Saint-Pierre,-21.3393,55.4781,77.58,60,0,4.61,RE,2022-11-08 02:50:45
465,Isangel,-19.55,169.2667,80.71,78,75,14.97,VU,2022-11-08 02:50:45
466,Acapulco,16.8634,-99.8901,80.42,89,20,8.05,MX,2022-11-08 02:46:43
467,Bud,39.447,-86.1758,53.06,43,100,10.47,US,2022-11-08 02:50:46
468,Vaitape,-16.5167,-151.75,78.84,73,17,5.99,PF,2022-11-08 02:50:46
469,Wiarton,44.7407,-81.1332,43.97,70,20,5.75,CA,2022-11-08 02:50:46
470,Tocopilla,-22.092,-70.1979,62.98,72,4,1.83,CL,2022-11-08 02:47:57
471,Santa Rosa,14.3122,121.1114,85.1,76,97,10.49,PH,2022-11-08 02:48:39
472,Ewa Beach,21.3156,-158.0072,84.15,61,20,19.57,US,2022-11-08 02:50:47
473,Kibala,9.1104,18.3463,69.75,94,0,0.0,TD,2022-11-08 02:50:47
474,Luwuk,-0.9516,122.7875,87.04,65,95,3.98,ID,2022-11-08 02:50:48
475,Djambala,-2.5447,14.7533,67.03,94,100,0.34,CG,2022-11-08 02:50:48
476,Srivardhan,18.0333,73.0167,77.85,52,22,4.72,IN,2022-11-08 02:50:48
477,Ruteng,-8.6136,120.4721,71.98,78,87,0.04,ID,2022-11-08 02:50:48
478,Menzelinsk,55.7271,53.1026,29.39,95,90,8.9,RU,2022-11-08 02:50:49
479,Cavalcante,-13.7975,-47.4583,68.83,82,100,3.31,BR,2022-11-08 02:50:49
480,Marzuq,14.4,46.4667,63.7,72,0,3.42,YE,2022-11-08 02:50:49
481,Ulety,51.3572,112.4849,35.85,52,100,7.49,RU,2022-11-08 02:50:50
482,Bucerias,20.75,-105.3333,72.43,86,15,4.72,MX,2022-11-08 02:50:50
483,Pedro Carbo,-1.8333,-80.2333,71.98,71,30,5.01,EC,2022-11-08 02:50:50
484,Manta,-0.95,-80.7333,71.38,83,40,10.36,EC,2022-11-08 02:50:51
485,Kusu,33.2831,131.1514,64.02,45,0,4.56,JP,2022-11-08 02:50:51
486,Kruisfontein,-34.0033,24.7314,55.44,86,34,5.12,ZA,2022-11-08 02:49:50
487,Jiuquan,39.7432,98.5174,46.02,25,10,4.07,CN,2022-11-08 02:50:52
488,Dzilam Gonzalez,21.2833,-88.9333,73.08,95,0,5.5,MX,2022-11-08 02:46:10
489,Kuala Lipis,4.1842,102.0468,86.04,64,67,2.19,MY,2022-11-08 02:50:52
490,Businga,3.3333,20.8833,69.48,99,99,1.66,CD,2022-11-08 02:50:52
491,Wanning,18.8003,110.3967,73.81,93,100,10.92,CN,2022-11-08 02:50:53
492,Khorixas,-20.3667,14.9667,62.55,51,0,1.05,NA,2022-11-08 02:50:53
493,Southbridge,42.0751,-72.0334,55.06,46,0,7.0,US,2022-11-08 02:50:53
494,Cayenne,4.9333,-52.3333,75.24,94,0,1.14,GF,2022-11-08 02:50:54
495,Yagodnoye,62.55,149.6667,-4.07,97,76,2.01,RU,2022-11-08 02:50:54
496,Carmona,14.3,121.0167,83.66,74,94,10.69,PH,2022-11-08 02:50:54
497,Jumla,29.2747,82.1838,54.12,36,0,1.01,NP,2022-11-08 02:50:55
498,Pocone,-16.2567,-56.6228,72.1,37,0,2.08,BR,2022-11-08 02:50:55
499,Ulladulla,-35.35,150.4667,70.23,56,3,15.03,AU,2022-11-08 02:49:39
500,Vostok,46.4856,135.8833,34.95,54,59,10.13,RU,2022-11-08 02:49:18
501,Pathein,16.7833,94.7333,80.44,71,92,6.76,MM,2022-11-08 02:50:56
502,Necochea,-38.5473,-58.7368,59.47,58,0,17.4,AR,2022-11-08 02:51:56
503,Padang,-0.9492,100.3543,80.65,74,100,2.51,ID,2022-11-08 02:51:56
504,Atar,20.5169,-13.0499,77.61,18,98,3.6,MR,2022-11-08 02:51:57
505,Orizona,-17.0314,-48.2958,71.37,58,68,3.78,BR,2022-11-08 02:51:57
506,Rakaia,-43.75,172.0167,69.37,50,64,12.35,NZ,2022-11-08 02:51:57
507,Bereda,43.2686,-7.5406,56.41,100,99,8.05,ES,2022-11-08 02:51:58
508,Nueva Guinea,11.6876,-84.4562,72.05,94,68,2.98,NI,2022-11-08 02:51:58
509,Codo,-4.4553,-43.8856,75.09,94,100,2.08,BR,2022-11-08 02:51:58
510,Karratha,-20.7377,116.8463,80.15,30,0,13.27,AU,2022-11-08 02:51:59
511,Porto Novo,6.4965,2.6036,82.22,89,68,2.93,BJ,2022-11-08 02:50:23
512,Raga,8.4596,25.678,71.73,61,89,2.57,SS,2022-11-08 02:47:54
513,Puksoozero,62.5903,40.6066,35.2,98,100,8.81,RU,2022-11-08 02:51:59
514,Ipanguacu,-5.4983,-36.855,78.13,63,49,8.72,BR,2022-11-08 02:52:00
515,Banda Aceh,5.5577,95.3222,83.32,68,100,7.99,ID,2022-11-08 02:52:00
516,Pedasi,7.5333,-80.0333,76.06,83,100,8.16,PA,2022-11-08 02:52:00
517,Itoman,26.1247,127.6694,79.18,73,75,13.8,JP,2022-11-08 02:52:01
518,Gamba,-2.65,10.0,76.32,91,61,6.42,GA,2022-11-08 02:48:36
519,Teguise,29.0605,-13.564,61.02,88,3,6.91,ES,2022-11-08 02:52:01
520,Kasongo-Lunda,-6.4667,16.8167,69.03,99,100,0.69,CD,2022-11-08 02:52:01
521,Simplicio Mendes,-7.8539,-41.9103,76.01,74,56,4.97,BR,2022-11-08 02:52:02
522,Half Moon Bay,37.4636,-122.4286,54.79,78,20,13.8,US,2022-11-08 02:47:17
523,Zima,53.9202,102.0442,27.43,75,100,5.35,RU,2022-11-08 02:52:02
524,Nuuk,64.1835,-51.7216,16.88,72,0,15.01,GL,2022-11-08 02:52:03
525,Oistins,13.0667,-59.5333,82.49,78,75,19.57,BB,2022-11-08 02:50:02
526,Guiratinga,-16.3494,-53.7583,72.64,38,23,1.01,BR,2022-11-08 02:52:03
527,Malinovoye Ozero,51.6753,79.7825,29.07,69,100,1.32,RU,2022-11-08 02:52:04
528,Den Helder,52.9599,4.7593,53.98,89,100,20.0,NL,2022-11-08 02:52:04
529,Maiduguri,11.8464,13.1603,72.82,24,46,6.78,NG,2022-11-08 02:51:30
530,Pujili,-0.95,-78.6833,52.48,87,75,6.91,EC,2022-11-08 02:52:04
531,Pampierstad,-27.7832,24.6877,61.77,87,99,4.16,ZA,2022-11-08 02:52:05
532,Port Lincoln,-34.7333,135.8667,80.15,43,100,13.6,AU,2022-11-08 02:52:05
533,Basarabeasca,46.3311,28.9728,40.91,84,35,2.98,MD,2022-11-08 02:52:05
534,Djougou,9.7085,1.666,70.3,34,97,2.35,BJ,2022-11-08 02:52:06
535,Berberati,4.2612,15.7922,68.4,93,97,0.78,CF,2022-11-08 02:52:06
536,Norashen,39.9996,44.5895,38.73,71,100,0.67,AM,2022-11-08 02:52:07
537,Bull Savanna,17.8868,-77.5902,75.06,79,30,2.71,JM,2022-11-08 02:52:07
538,Mount Isa,-20.7333,139.5,96.57,16,0,8.05,AU,2022-11-08 02:48:20
539,Nong Bua,15.8646,100.5858,81.01,67,1,4.0,TH,2022-11-08 02:52:07
540,Nipawin,53.3668,-104.0009,12.24,85,100,16.11,CA,2022-11-08 02:52:08
541,Bowen,-20.0167,148.2333,80.64,57,0,18.79,AU,2022-11-08 02:52:08
542,Omboue,-1.5746,9.2618,75.96,92,100,5.82,GA,2022-11-08 02:52:08
543,Mercedes,-34.6515,-59.4307,63.79,64,0,10.27,AR,2022-11-08 02:52:09
544,Ayni,39.3941,68.5377,38.39,96,100,2.89,TJ,2022-11-08 02:52:09
